Order Date,total_sales
8/29/2014,832.3225
8/29/2015,246.5
8/29/2016,632.1879999999999
8/29/2017,235.46800000000002
8/30/2014,121.24
8/30/2016,1656.87
8/31/2014,92.52
8/31/2015,2601.797
8/31/2016,23.968
8/31/2017,3162.83
8/3/2014,477.994
8/3/2016,248.82
8/3/2017,531.348
8/4/2014,2743.1540000000005
8/4/2016,497.90999999999997
8/4/2017,20.070000000000004
8/5/2014,2408.724
8/5/2015,72.65
8/5/2016,197.05
8/5/2017,503.676
8/6/2014,262.89
8/6/2015,494.86920000000003
8/6/2016,320.38800000000003
8/6/2017,1424.0259999999998
8/7/2015,968.2059999999999
8/7/2016,179.97
8/7/2017,3479.624
8/8/2014,3955.6290000000004
8/8/2015,840.1020000000001
8/8/2016,1115.204
8/9/2014,3605.685
8/9/2015,4878.392000000001
8/9/2016,661.3539999999999
9/10/2014,1855.228
9/10/2015,1415.7259999999999
9/10/2016,2094.3240000000005
9/10/2017,2506.6460000000006
9/11/2014,127.95
9/11/2015,1962.13
9/11/2016,6501.586000000001
9/11/2017,5564.005999999999
9/1/2014,469.43600000000004
9/1/2015,2367.564
9/1/2016,5766.151999999998
9/1/2017,1261.81
9/12/2014,4904.66
9/12/2015,707.824
9/12/2016,2043.792
9/12/2017,491.55
9/13/2014,1275.4080000000001
9/13/2015,3445.7720000000004
9/13/2016,2374.73
9/13/2017,15.92
9/14/2014,5023.715999999999
9/14/2015,3262.42
9/14/2016,1137.338
9/14/2017,4367.347
9/15/2014,133.436
9/15/2015,2535.8500000000004
9/15/2016,2101.1820000000002
9/15/2017,7285.025999999998
9/16/2014,33.552
9/16/2015,31.12
9/16/2016,425.88599999999997
9/16/2017,849.65
9/17/2014,820.523
9/17/2015,11525.006
9/17/2016,2043.126
9/17/2017,4979.226
9/18/2015,3924.32
9/18/2016,4751.082
9/18/2017,1511.9299999999998
9/19/2014,9338.637
9/19/2015,500.38
9/19/2016,3839.312
9/19/2017,1648.1880000000003
9/20/2014,5335.968
9/20/2015,1836.052
9/20/2016,1232.004
9/20/2017,7359.918000000001
9/21/2014,2679.6519999999996
9/21/2015,6982.058000000001
9/21/2017,338.172
9/2/2014,3254.15
9/2/2016,6792.192999999998
9/2/2017,9354.854
9/22/2014,1240.266
9/22/2015,1783.504
9/22/2016,615.57
9/22/2017,7871.213
9/23/2014,10662.337000000001
9/23/2016,1322.145
9/23/2017,2395.786
9/24/2014,211.96
9/24/2015,4220.593999999999
9/24/2016,2286.05
9/24/2017,6450.4619999999995
9/25/2014,354.8888
9/25/2015,3033.7569999999996
9/25/2016,3443.0910000000003
9/25/2017,1412.213
9/26/2014,1480.6140000000003
9/26/2015,3722.2729999999997
9/26/2016,2698.1665000000003
9/26/2017,1486.576
9/27/2014,773.4399999999999
9/27/2015,2382.958
9/27/2016,1992.9858000000002
9/28/2014,490.29200000000003
9/28/2015,1058.364
9/28/2016,99.136
9/28/2017,559.2710000000001
9/29/2014,8109.07
9/29/2016,1307.7920000000001
9/29/2017,1944.08
9/30/2014,987.5319999999999
9/30/2016,525.884
9/30/2017,540.7599999999999
9/3/2014,22.08
9/3/2015,1874.8979999999997
9/3/2016,2365.5960000000005
9/3/2017,1595.849
9/4/2015,1071.2839999999999
9/4/2016,4532.042
9/4/2017,5360.202
9/5/2014,296.304
9/5/2015,934.1030000000001
9/5/2016,5226.348
9/5/2017,327.044
9/6/2014,100.36
9/6/2015,1005.654
9/6/2016,1313.5359999999998
9/7/2014,3523.875000000001
9/7/2015,2922.667
9/7/2017,3848.565000000001
9/8/2014,14228.427999999996
9/8/2015,89.64
9/8/2016,4493.9836
9/8/2017,2184.327
9/9/2014,4043.5880000000006
9/9/2016,84.99199999999999
9/9/2017,4356.061000000001
